ID pot;Time (days);Initial CO2 (ppm);Final CO2 (ppm);Time final (h);Sites;Depth (cm);Repetition;Temperature (°C);Pot weight (g);Soil weight (g);Water volume (ml);Water content (%);Bulk density (g/cm3);Carbone(%);pHCaCl2;Temperature (K);Total carbon (Mg/ha);Molar Volume (L/mol);Headspace Volume (mL);Dry soil weight (g);CO2 emission (ug/h/g);CO2 emission (mg/kg);CO2 emission (Mg/ha);K;lnK;1/T
37;77;623,860840050912;1409,065719134490;22,93;A9;20;4;30;244,94;129,44;-6,5;29,4;1,42;1,2;4,0;303;17,04;24,8633740932642;158,845070422535;91,38464;2,87276864940580e-02;53,08876464101911807;7,53860457902471e-02;5,75828421972288e-05;-9,76228591315738;0,00330033003300330
37;91;532,357305416477;1598,531679563040;24,78;A9;20;4;30;244,94;129,44;-6,5;29,4;1,42;1,2;4,0;303;17,04;24,8633740932642;158,845070422535;91,38464;3,60951337752027e-02;78,83177216504259377;1,11941116474360e-01;7,24284314526195e-05;-9,53291163603710;0,00330033003300330
37;105;475,883103081828;1565,495663775850;26,13;A9;20;4;30;244,94;129,44;-6,5;29,4;1,42;1,2;4,0;303;17,04;24,8633740932642;158,845070422535;91,38464;3,49827872700279e-02;88,15662392047021001;1,25182405967068e-01;7,02238372173012e-05;-9,56382274307045;0,00330033003300330
40;7;504,777157236789;1032,834223847020;22,63;A9;30;1;30;249,92;113,52;10,9;13,5;1,38;1,0;4,2;303;13,80;24,8633740932642;167,739130434783;98,19480;1,92381534247699e-02;3,23200977536133971;4,46017348999865e-03;4,61790311755019e-05;-9,98298473356718;0,00330033003300330
40;14;476,978587266392;987,867421602788;25,16;A9;30;1;30;249,92;113,52;10,9;13,5;1,38;1,0;4,2;303;13,80;24,8633740932642;167,739130434783;98,19480;1,67410561629309e-02;5,62499487074479276;7,76249292162781e-03;4,01898392330091e-05;-10,12189634968511;0,00330033003300330
40;21;470,934944048830;770,727638766520;25,19;A9;30;1;30;249,92;113,52;10,9;13,5;1,38;1,0;4,2;303;13,80;24,8633740932642;167,739130434783;98,19480;9,81205462641467e-03;4,94527553171299239;6,82448023376393e-03;2,35547558214347e-05;-10,65618281218166;0,00330033003300330
40;35;571,244784320157;771,045989831065;24,14;A9;30;1;30;249,92;113,52;10,9;13,5;1,38;1,0;4,2;303;13,80;24,8633740932642;167,739130434783;98,19480;6,82382557936923e-03;5,73201348667015154;7,91017861160481e-03;1,63818768961166e-05;-11,01933490148116;0,00330033003300330
40;49;584,443667377399;695,796375266525;24,39;A9;30;1;30;249,92;113,52;10,9;13,5;1,38;1,0;4,2;303;13,80;24,8633740932642;167,739130434783;98,19480;3,76405587338096e-03;4,42652970709601146;6,10861099579250e-03;9,03573409095484e-06;-11,61432338753003;0,00330033003300330
40;63;531,990273452498;938,057207457020;24,16;A9;30;1;30;249,92;113,52;10,9;13,5;1,38;1,0;4,2;303;13,80;24,8633740932642;167,739130434783;98,19480;1,38569540055990e-02;20,95171445646569097;2,89133659499227e-02;3,32915775860364e-05;-10,31020611831314;0,00330033003300330
40;77;612,027450148494;893,312897751379;22,93;A9;30;1;30;249,92;113,52;10,9;13,5;1,38;1,0;4,2;303;13,80;24,8633740932642;167,739130434783;98,19480;1,01137051593195e-02;18,69012713442243623;2,57923754455030e-02;2,42956038576956e-05;-10,62521513519012;0,00330033003300330
40;91;644,750887573965;1110,095038689120;24,78;A9;30;1;30;249,92;113,52;10,9;13,5;1,38;1,0;4,2;303;13,80;24,8633740932642;167,739130434783;98,19480;1,54824624952586e-02;33,81369808964470991;4,66629033637097e-02;3,72208742832319e-05;-10,19864081741745;0,00330033003300330
40;105;429,862830049865;1015,096022348230;26,13;A9;30;1;30;249,92;113,52;10,9;13,5;1,38;1,0;4,2;303;13,80;24,8633740932642;167,739130434783;98,19480;1,84653106789528e-02;46,53258291096110355;6,42149644171263e-02;4,44201752427027e-05;-10,02181679437514;0,00330033003300330
2;7;512,050734637552;960,830568053993;22,63;A9;30;2;30;249,94;113,20;11,2;13,2;1,38;0,5;3,9;303;6,90;24,8633740932642;167,971014492754;98,25760;1,63620665186545e-02;2,74882717513395169;3,79338150168485e-03;7,85595159219978e-05;-9,45165405582608;0,00330033003300330
2;14;477,608061450744;813,691225847323;25,16;A9;30;2;30;249,94;113,20;11,2;13,2;1,38;0,5;3,9;303;6,90;24,8633740932642;167,971014492754;98,25760;1,10211140271717e-02;3,70309431312969162;5,11027015211897e-03;5,29209468760513e-05;-9,84671132628403;0,00330033003300330
2;21;474,821863343506;820,777198237885;25,19;A9;30;2;30;249,94;113,20;11,2;13,2;1,38;0,5;3,9;303;6,90;24,8633740932642;167,971014492754;98,25760;1,13313391813596e-02;5,71099494740521951;7,88117302741920e-03;5,44215140897141e-05;-9,81875100269349;0,00330033003300330
2;35;570,150623257340;875,408094144661;24,14;A9;30;2;30;249,94;113,20;11,2;13,2;1,38;0,5;3,9;303;6,90;24,8633740932642;167,971014492754;98,25760;1,04332210943889e-02;8,76390571928663853;1,20941898926156e-02;5,01234017736717e-05;-9,90102255766040;0,00330033003300330
2;49;604,513859275053;904,040852878465;24,39;A9;30;2;30;249,94;113,20;11,2;13,2;1,38;0,5;3,9;303;6,90;24,8633740932642;167,971014492754;98,25760;1,01324283640801e-02;11,91573575615823977;1,64437153434984e-02;4,86937013487914e-05;-9,92996087199409;0,00330033003300330
2;63;568,003028881020;818,981912034470;24,16;A9;30;2;30;249,94;113,20;11,2;13,2;1,38;0,5;3,9;303;6,90;24,8633740932642;167,971014492754;98,25760;8,57096313763992e-03;12,95929626411155411;1,78838288444739e-02;4,11940307163223e-05;-10,09721719763187;0,00330033003300330
2;77;632,895927025880;893,851166737378;22,93;A9;30;2;30;249,94;113,20;11,2;13,2;1,38;0,5;3,9;303;6,90;24,8633740932642;167,971014492754;98,25760;9,38969188711657e-03;17,35215060739141535;2,39459678382002e-02;4,51489095187584e-05;-10,00554443080141;0,00330033003300330
2;91;566,731224396905;855,411970869367;24,78;A9;30;2;30;249,94;113,20;11,2;13,2;1,38;0,5;3,9;303;6,90;24,8633740932642;167,971014492754;98,25760;9,61182582597628e-03;20,99222760393220000;2,89692740934264e-02;4,62338872495611e-05;-9,98179753849884;0,00330033003300330
2;105;507,322651843375;789,338725817211;26,13;A9;30;2;30;249,94;113,20;11,2;13,2;1,38;0,5;3,9;303;6,90;24,8633740932642;167,971014492754;98,25760;8,90479298223726e-03;22,44007831523789065;3,09673080750283e-02;4,28392099057114e-05;-10,05805675546536;0,00330033003300330
32;7;551,117769299456;1100,799036839150;22,63;A9;30;3;30;254,96;118,71;5,7;18,7;1,38;0,5;4,3;303;6,90;24,8633740932642;163,978260869565;96,51123;1,99184706557363e-02;3,34630307016369333;4,61789823682590e-03;9,56406669843377e-05;-9,25491244149280;0,00330033003300330
32;14;471,211973392461;1047,970842572060;25,16;A9;30;3;30;254,96;118,71;5,7;18,7;1,38;0,5;4,3;303;6,90;24,8633740932642;163,978260869565;96,51123;1,87980695457359e-02;6,31615136736726779;8,71628888696683e-03;9,02877729575849e-05;-9,31250851138728;0,00330033003300330
32;21;467,950703628349;860,042308370044;25,19;A9;30;3;30;254,96;118,71;5,7;18,7;1,38;0,5;4,3;303;6,90;24,8633740932642;163,978260869565;96,51123;1,27640642942170e-02;6,43308840428538709;8,87766199791383e-03;6,13069563819249e-05;-9,69961724051564;0,00330033003300330
32;35;594,856806626210;994,135451861571;24,14;A9;30;3;30;254,96;118,71;5,7;18,7;1,38;0,5;4,3;303;6,90;24,8633740932642;163,978260869565;96,51123;1,35633954669216e-02;11,39325219221410279;1,57226880252555e-02;6,51785860822256e-05;-9,63837957729972;0,00330033003300330
32;49;575,492622601279;879,809808102345;24,39;A9;30;3;30;254,96;118,71;5,7;18,7;1,38;0,5;4,3;303;6,90;24,8633740932642;163,978260869565;96,51123;1,02316172504439e-02;12,03238188652201224;1,66046870034004e-02;4,91709509262615e-05;-9,92020753716547;0,00330033003300330
32;63;534,244699458214;948,520626253146;24,16;A9;30;3;30;254,96;118,71;5,7;18,7;1,38;0,5;4,3;303;6,90;24,8633740932642;163,978260869565;96,51123;1,40611996514736e-02;21,26053387302800957;2,93395367447787e-02;6,76376617338936e-05;-9,60134560381153;0,00330033003300330
32;77;558,745863385660;905,014128128977;22,93;A9;30;3;30;254,96;118,71;5,7;18,7;1,38;0,5;4,3;303;6,90;24,8633740932642;163,978260869565;96,51123;1,23833527104266e-02;22,88443580886835349;3,15805214162383e-02;5,95765347875986e-05;-9,72824877303521;0,00330033003300330
32;91;511,108557123350;1005,436185707780;24,78;A9;30;3;30;254,96;118,71;5,7;18,7;1,38;0,5;4,3;303;6,90;24,8633740932642;163,978260869565;96,51123;1,63584891191427e-02;35,72694023620761072;4,93031775259665e-02;7,88026219141872e-05;-9,44856428863129;0,00330033003300330
32;105;423,354287582768;940,671614409606;26,13;A9;30;3;30;254,96;118,71;5,7;18,7;1,38;0,5;4,3;303;6,90;24,8633740932642;163,978260869565;96,51123;1,62348104406257e-02;40,91172231037689500;5,64581767883201e-02;7,82476530975187e-05;-9,45563172135777;0,00330033003300330
43;7;505,510219985388;1139,425847159730;22,63;A9;30;4;30;251,36;131,01;-6,6;31,0;1,38;0,5;4,2;303;6,90;24,8633740932642;155,065217391304;90,39690;2,31915054195310e-02;3,89617291048121173;5,37671861646407e-03;1,11362620453452e-04;-9,10271883028423;0,00330033003300330
43;14;475,840924928730;1322,846183085210;25,16;A9;30;4;30;251,36;131,01;-6,6;31,0;1,38;0,5;4,2;303;6,90;24,8633740932642;155,065217391304;90,39690;2,78713179875537e-02;9,36476284381804902;1,29233727244689e-02;1,33907766970180e-04;-8,91835930119751;0,00330033003300330
43;21;468,369413360461;1152,562651982380;25,19;A9;30;4;30;251,36;131,01;-6,6;31,0;1,38;0,5;4,2;303;6,90;24,8633740932642;155,065217391304;90,39690;2,24870583685657e-02;11,33347741775711270;1,56401988365048e-02;1,08060396495008e-04;-9,13282026034346;0,00330033003300330
43;35;551,653862555355;955,569263572249;24,14;A9;30;4;30;251,36;131,01;-6,6;31,0;1,38;0,5;4,2;303;6,90;24,8633740932642;155,065217391304;90,39690;1,38527240705214e-02;11,63628821923801659;1,60580777425485e-02;6,65705690525898e-05;-9,61724798420448;0,00330033003300330
43;49;579,834029850746;845,641151385927;24,39;A9;30;4;30;251,36;131,01;-6,6;31,0;1,38;0,5;4,2;303;6,90;24,8633740932642;155,065217391304;90,39690;9,02270688050800e-03;10,61070329147741198;1,46427705422388e-02;4,33550120313174e-05;-10,04608824362816;0,00330033003300330
43;63;570,734055714347;646,010110490167;24,16;A9;30;4;30;251,36;131,01;-6,6;31,0;1,38;0,5;4,2;303;6,90;24,8633740932642;155,065217391304;90,39690;2,57953815610465e-03;3,90026169203023132;5,38236113500172e-03;1,23866148815836e-05;-11,29889411340725;0,00330033003300330
43;77;581,368519304200;992,858803563852;22,93;A9;30;4;30;251,36;131,01;-6,6;31,0;1,38;0,5;4,2;303;6,90;24,8633740932642;155,065217391304;90,39690;1,48572204484829e-02;27,45614338879640570;3,78894778765390e-02;7,15111804635291e-05;-9,54565675036956;0,00330033003300330
43;91;501,179563040510;936,034365043241;24,78;A9;30;4;30;251,36;131,01;-6,6;31,0;1,38;0,5;4,2;303;6,90;24,8633740932642;155,065217391304;90,39690;1,45286414101771e-02;31,73055283982680308;4,37881629189610e-02;6,99597003048621e-05;-9,56759119163005;0,00330033003300330
43;105;436,362543938527;909,517303202135;26,13;A9;30;4;30;251,36;131,01;-6,6;31,0;1,38;0,5;4,2;303;6,90;24,8633740932642;155,065217391304;90,39690;1,49915259109648e-02;37,77864529563130702;5,21345305079712e-02;7,22325541218085e-05;-9,53561972557130;0,00330033003300330
26;7;544,728192223395;19071,727397356601;22,63;PF45;10;1;30;246,66;124,73;23,8;24,7;0,93;1,6;3,7;303;14,88;24,8633740932642;115,881720430108;93,92169;4,87518102275311e-01;81,90304118225218133;7,61698282994945e-02;7,33155247350912e-04;-7,21815308129897;0,00330033003300330
26;14;534,859550205892;8402,887092176121;25,16;PF45;10;1;30;246,66;124,73;23,8;24,7;0,93;1,6;3,7;303;14,88;24,8633740932642;115,881720430108;93,92169;1,86219626877751e-01;62,56979463092437044;5,81899090067597e-02;2,79877042977531e-04;-8,18116018346492;0,00330033003300330
26;21;498,684791454730;12588,591964757699;25,19;PF45;10;1;30;246,66;124,73;23,8;24,7;0,93;1,6;3,7;303;14,88;24,8633740932642;115,881720430108;93,92169;2,85801837232710e-01;144,04412596528590029;1,33961037147716e-01;4,30644170243987e-04;-7,75022839992977;0,00330033003300330
26;35;544,692176480236;6827,227365917670;24,14;PF45;10;1;30;246,66;124,73;23,8;24,7;0,93;1,6;3,7;303;14,88;24,8633740932642;115,881720430108;93,92169;1,54977225448927e-01;130,18086937709830408;1,21068208520701e-01;2,33416705788119e-04;-8,36268526488867;0,00330033003300330
26;49;534,588144989339;5233,205458422180;24,39;PF45;10;1;30;246,66;124,73;23,8;24,7;0,93;1,6;3,7;303;14,88;24,8633740932642;115,881720430108;93,92169;1,14717187710984e-01;134,90741274811759354;1,25463893855749e-01;1,72805332196555e-04;-8,66334484445145;0,00330033003300330
26;63;713,093596689561;6446,983319824240;24,16;PF45;10;1;30;246,66;124,73;23,8;24,7;0,93;1,6;3,7;303;14,88;24,8633740932642;115,881720430108;93,92169;1,41326181079052e-01;213,68518579152606662;1,98727222786119e-01;2,13417595743525e-04;-8,45225976821498;0,00330033003300330
26;77;735,012940178193;4891,816631310990;22,93;PF45;10;1;30;246,66;124,73;23,8;24,7;0,93;1,6;3,7;303;14,88;24,8633740932642;115,881720430108;93,92169;1,07950753411519e-01;199,49299230448710318;1,85528482843173e-01;1,62944073078590e-04;-8,72210352598050;0,00330033003300330
26;91;578,643786982248;4970,439781520250;24,78;PF45;10;1;30;246,66;124,73;23,8;24,7;0,93;1,6;3,7;303;14,88;24,8633740932642;115,881720430108;93,92169;1,05538537987779e-01;230,49616696530873128;2,14361435277737e-01;1,59459170017691e-04;-8,74372265585963;0,00330033003300330
26;105;473,066745687893;4418,303952635090;26,13;PF45;10;1;30;246,66;124,73;23,8;24,7;0,93;1,6;3,7;303;14,88;24,8633740932642;115,881720430108;93,92169;8,99091574633049e-02;226,57107680752832835;2,10711101431001e-01;1,35827729493001e-04;-8,90412317006874;0,00330033003300330
3;7;519,943339556782;18262,382961895401;22,63;PF45;10;2;30;248,62;126,01;22,5;26,0;0,93;2,8;3,7;303;26,04;24,8633740932642;114,505376344086;93,24740;4,64664090094835e-01;78,06356713593231689;7,25991174364171e-02;3,98839744020321e-04;-7,82695086581434;0,00330033003300330
3;14;525,357348748812;14281,191986062700;25,16;PF45;10;2;30;248,62;126,01;22,5;26,0;0,93;2,8;3,7;303;26,04;24,8633740932642;114,505376344086;93,24740;3,24031057737180e-01;108,87443539969248718;1,01253224921714e-01;2,78282290567749e-04;-8,18687452578075;0,00330033003300330
3;21;489,294209901662;14393,383365638800;25,19;PF45;10;2;30;248,62;126,01;22,5;26,0;0,93;2,8;3,7;303;26,04;24,8633740932642;114,505376344086;93,24740;3,27133262759142e-01;164,87516443060746951;1,53333902920465e-01;2,81228748003119e-04;-8,17634216995622;0,00330033003300330
3;35;573,318254879449;12017,678546826301;24,14;PF45;10;2;30;248,62;126,01;22,5;26,0;0,93;2,8;3,7;303;26,04;24,8633740932642;114,505376344086;93,24740;2,80972997649954e-01;236,01731802596165721;2,19496105764144e-01;2,41854755896566e-04;-8,32717319423465;0,00330033003300330
3;49;521,221321961620;10199,380469083200;24,39;PF45;10;2;30;248,62;126,01;22,5;26,0;0,93;2,8;3,7;303;26,04;24,8633740932642;114,505376344086;93,24740;2,35175073196793e-01;276,56588607942848057;2,57206274053869e-01;2,02580770268185e-04;-8,50437188542149;0,00330033003300330
3;63;553,452881702999;7768,263811270850;24,16;PF45;10;2;30;248,62;126,01;22,5;26,0;0,93;2,8;3,7;303;26,04;24,8633740932642;114,505376344086;93,24740;1,76985771529855e-01;267,60248655314086363;2,48870312494421e-01;1,52431668111073e-04;-8,78879414029391;0,00330033003300330
3;77;625,639541790412;7288,045481544340;22,93;PF45;10;2;30;248,62;126,01;22,5;26,0;0,93;2,8;3,7;303;26,04;24,8633740932642;114,505376344086;93,24740;1,72201672336374e-01;318,22869047761918182;2,95952682144186e-01;1,48446611391186e-04;-8,81528518361533;0,00330033003300330
3;91;561,951342740100;5630,319936276740;24,78;PF45;10;2;30;248,62;126,01;22,5;26,0;0,93;2,8;3,7;303;26,04;24,8633740932642;114,505376344086;93,24740;1,21220820123104e-01;264,74627114885987567;2,46214032168440e-01;1,04397894316341e-04;-9,16730105210284;0,00330033003300330
3;105;453,913390010627;6296,404644763180;26,13;PF45;10;2;30;248,62;126,01;22,5;26,0;0,93;2,8;3,7;303;26,04;24,8633740932642;114,505376344086;93,24740;1,32516205014209e-01;333,94083663580562416;3,10564978071299e-01;1,14268087985588e-04;-9,07696322137246;0,00330033003300330
9;7;504,005617339070;19983,224057930300;22,63;PF45;10;3;30;249,20;127,56;21,1;27,5;0,93;1,2;3,8;303;11,16;24,8633740932642;112,838709677419;92,48100;5,06890030570652e-01;85,15752513586951977;7,91964983763587e-02;1,01739429518071e-03;-6,89051053284442;0,00330033003300330
9;14;539,867405764967;15680,735777637001;25,16;PF45;10;3;30;249,20;127,56;21,1;27,5;0,93;1,2;3,8;303;11,16;24,8633740932642;112,838709677419;92,48100;3,54378138846848e-01;119,07105465254079490;1,10736080826863e-01;7,12296061262904e-04;-7,24701691659949;0,00330033003300330
9;21;488,734079348932;18590,173268722501;25,19;PF45;10;3;30;249,20;127,56;21,1;27,5;0,93;1,2;3,8;303;11,16;24,8633740932642;112,838709677419;92,48100;4,23166923396522e-01;213,27612939184726315;1,98346800334418e-01;8,53945115374562e-04;-7,06564363395225;0,00330033003300330
9;35;559,939757257668;14895,093439396400;24,14;PF45;10;3;30;249,20;127,56;21,1;27,5;0,93;1,2;3,8;303;11,16;24,8633740932642;112,838709677419;92,48100;3,49696965139862e-01;293,74545071748372038;2,73183269167260e-01;7,08096398795567e-04;-7,25293031704809;0,00330033003300330
9;49;553,347803837953;14625,156929637500;24,39;PF45;10;3;30;249,20;127,56;21,1;27,5;0,93;1,2;3,8;303;11,16;24,8633740932642;112,838709677419;92,48100;3,39754260207501e-01;399,55101000402089539;3,71582439303739e-01;6,91078497767440e-04;-7,27725714040631;0,00330033003300330
9;63;511,296233095858;11473,295806492901;24,16;PF45;10;3;30;249,20;127,56;21,1;27,5;0,93;1,2;3,8;303;11,16;24,8633740932642;112,838709677419;92,48100;2,67189647314988e-01;403,99074674026189768;3,75711394468444e-01;5,43581599348294e-04;-7,51733072587702;0,00330033003300330
9;77;658,072168010183;9730,591005515491;22,93;PF45;10;3;30;249,20;127,56;21,1;27,5;0,93;1,2;3,8;303;11,16;24,8633740932642;112,838709677419;92,48100;2,32997145112767e-01;430,57872416839416019;4,00438213476607e-01;4,74560119589547e-04;-7,65312224701384;0,00330033003300330
9;91;550,044515248066;10911,709740555300;24,78;PF45;10;3;30;249,20;127,56;21,1;27,5;0,93;1,2;3,8;303;11,16;24,8633740932642;112,838709677419;92,48100;2,46237974647171e-01;537,78373662942067313;5,00138875065361e-01;5,03852373406646e-04;-7,59322724270684;0,00330033003300330
9;105;438,262854573694;9717,929994996661;26,13;PF45;10;3;30;249,20;127,56;21,1;27,5;0,93;1,2;3,8;303;11,16;24,8633740932642;112,838709677419;92,48100;2,09131650284684e-01;527,01175871740417733;4,90120935607186e-01;4,27725960714097e-04;-7,75702784615380;0,00330033003300330
23;7;514,422112184431;27184,104348284600;22,63;PF45;10;4;30;249,56;139,40;9,1;39,4;0,93;1,6;3,7;303;14,88;24,8633740932642;100,107526881720;84,47640;6,74040207136536e-01;113,23875479893801810;1,05312041963012e-01;1,01465513245870e-03;-6,89320649520028;0,00330033003300330
23;14;536,421555273994;24426,688992714600;25,16;PF45;10;4;30;249,56;139,40;9,1;39,4;0,93;1,6;3,7;303;14,88;24,8633740932642;100,107526881720;84,47640;5,43078851421460e-01;182,47449407761044426;1,69701279492178e-01;8,19299120664626e-04;-7,10706131409350;0,00330033003300330
23;21;494,817455069515;20713,494167400899;25,19;PF45;10;4;30;249,56;139,40;9,1;39,4;0,93;1,6;3,7;303;14,88;24,8633740932642;100,107526881720;84,47640;4,59068059299697e-01;231,37030188704710554;2,15174380754954e-01;6,93629428304865e-04;-7,27357270504612;0,00330033003300330
23;35;552,294308676398;17973,809414466101;24,14;PF45;10;4;30;249,56;139,40;9,1;39,4;0,93;1,6;3,7;303;14,88;24,8633740932642;100,107526881720;84,47640;4,12763391504803e-01;346,72124886403469191;3,22450761443552e-01;6,25952066622299e-04;-7,37623676068677;0,00330033003300330
23;49;492,543454157783;13180,096076759100;24,39;PF45;10;4;30;249,56;139,40;9,1;39,4;0,93;1,6;3,7;303;14,88;24,8633740932642;100,107526881720;84,47640;2,97521648967714e-01;349,88545918603148266;3,25393477043009e-01;4,51234415888798e-04;-7,70352358434003;0,00330033003300330
23;63;545,195170854486;13908,980034981400;24,16;PF45;10;4;30;249,56;139,40;9,1;39,4;0,93;1,6;3,7;303;14,88;24,8633740932642;100,107526881720;84,47640;3,16362545854106e-01;478,34016933140821948;4,44856357478210e-01;4,81781989696267e-04;-7,63801884976849;0,00330033003300330
23;77;705,189520577005;10923,958379295700;22,93;PF45;10;4;30;249,56;139,40;9,1;39,4;0,93;1,6;3,7;303;14,88;24,8633740932642;100,107526881720;84,47640;2,54886619417302e-01;471,03047268317351381;4,38058339595351e-01;3,88070661854530e-04;-7,85432311674072;0,00330033003300330
23;91;527,835184342285;11722,805826126500;24,78;PF45;10;4;30;249,56;139,40;9,1;39,4;0,93;1,6;3,7;303;14,88;24,8633740932642;100,107526881720;84,47640;2,58389090405444e-01;564,32177344548995279;5,24819249304306e-01;3,94583784957914e-04;-7,83767905757204;0,00330033003300330
23;105;438,748835118123;9660,465226817880;26,13;PF45;10;4;30;249,56;139,40;9,1;39,4;0,93;1,6;3,7;303;14,88;24,8633740932642;100,107526881720;84,47640;2,01848194025761e-01;508,65744894491837158;4,73051427518774e-01;3,07689518592564e-04;-8,08641933993903;0,00330033003300330
44;7;542,559379819791;1083,058914510690;22,63;PF45;20;1;30;248,67;114,43;2,0;14,4;1,64;0,4;4,4;303;6,56;24,8633740932642;180,225609756098;97,95208;2,12097130561397e-02;3,56323179343147345;5,84370014122762e-03;1,27314993363721e-04;-8,96884627957426;0,00330033003300330
44;14;476,319892302819;818,070763382958;25,16;PF45;20;1;30;248,67;114,43;2,0;14,4;1,64;0,4;4,4;303;6,56;24,8633740932642;180,225609756098;97,95208;1,20621025377210e-02;4,05286645267426326;6,64670098238579e-03;7,24093045793007e-05;-9,53317575054143;0,00330033003300330
44;21;478,846702271957;944,756678414097;25,19;PF45;20;1;30;248,67;114,43;2,0;14,4;1,64;0,4;4,4;303;6,56;24,8633740932642;180,225609756098;97,95208;1,64247158452832e-02;8,27805678602275385;1,35760131290773e-02;9,86504095287443e-05;-9,22392817417386;0,00330033003300330
44;35;644,734582581598;1084,680736427750;24,14;PF45;20;1;30;248,67;114,43;2,0;14,4;1,64;0,4;4,4;303;6,56;24,8633740932642;180,225609756098;97,95208;1,61840153666844e-02;13,59457290801492846;2,22950995691445e-02;9,72694781142075e-05;-9,23802530642879;0,00330033003300330
44;49;524,419189765458;715,240170575693;24,39;PF45;20;1;30;248,67;114,43;2,0;14,4;1,64;0,4;4,4;303;6,56;24,8633740932642;180,225609756098;97,95208;6,94765662381526e-03;8,17044418960674790;1,33995284709551e-02;4,17285718872296e-05;-10,08432448663443;0,00330033003300330
44;63;587,698903630391;850,306727528689;24,16;PF45;20;1;30;248,67;114,43;2,0;14,4;1,64;0,4;4,4;303;6,56;24,8633740932642;180,225609756098;97,95208;9,65238761090675e-03;14,59441006769099758;2,39348325110132e-02;5,80202365389044e-05;-9,75471870242816;0,00330033003300330
44;77;573,354221467968;1087,383071701320;22,93;PF45;20;1;30;248,67;114,43;2,0;14,4;1,64;0,4;4,4;303;6,56;24,8633740932642;180,225609756098;97,95208;1,99070754562092e-02;36,78827544307453223;6,03327717266422e-02;1,19995104093518e-04;-9,02805961523523;0,00330033003300330
44;91;604,557487482931;970,800728265817;24,78;PF45;20;1;30;248,67;114,43;2,0;14,4;1,64;0,4;4,4;303;6,56;24,8633740932642;180,225609756098;97,95208;1,31247892603096e-02;28,66453974451620113;4,70098451810066e-02;7,90322528886541e-05;-9,44565452440115;0,00330033003300330
44;105;435,454835281615;785,754544696464;26,13;PF45;20;1;30;248,67;114,43;2,0;14,4;1,64;0,4;4,4;303;6,56;24,8633740932642;180,225609756098;97,95208;1,19048626698460e-02;30,00025392801190804;4,92004164419395e-02;7,16983845953292e-05;-9,54304234066370;0,00330033003300330
4;7;524,557041967692;1257,407023340830;22,63;PF45;20;2;30;248,50;113,01;3,3;13,0;1,64;0,6;4,3;303;9,84;24,8633740932642;181,091463414634;98,31870;2,87881369225057e-02;4,83640700298096071;7,93170748488877e-03;1,15198983027389e-04;-9,06884963762870;0,00330033003300330
4;14;515,066962305987;1266,544314222360;25,16;PF45;20;2;30;248,50;113,01;3,3;13,0;1,64;0,6;4,3;303;9,84;24,8633740932642;181,091463414634;98,31870;2,65514529754185e-02;8,92128819974062282;1,46309126475746e-02;1,06284847977607e-04;-9,14938782296803;0,00330033003300330
4;21;485,405586639539;1194,667762114540;25,19;PF45;20;2;30;248,50;113,01;3,3;13,0;1,64;0,6;4,3;303;9,84;24,8633740932642;181,091463414634;98,31870;2,50300469784110e-02;12,61514367711914986;2,06888356304754e-02;1,00225588223632e-04;-9,20808703042193;0,00330033003300330
4;35;575,675553550927;1139,547080531410;24,14;PF45;20;2;30;248,50;113,01;3,3;13,0;1,64;0,6;4,3;303;9,84;24,8633740932642;181,091463414634;98,31870;2,07647129510934e-02;17,44235887891843362;2,86054685614262e-02;8,31798148175037e-05;-9,39450584993831;0,00330033003300330
4;49;566,647718550107;1012,567462686570;24,39;PF45;20;2;30;248,50;113,01;3,3;13,0;1,64;0,6;4,3;303;9,84;24,8633740932642;181,091463414634;98,31870;1,62527903873121e-02;19,11328149547902555;3,13457816525856e-02;6,51149300333535e-05;-9,63935669505408;0,00330033003300330
4;63;547,722665415298;1013,709568704410;24,16;PF45;20;2;30;248,50;113,01;3,3;13,0;1,64;0,6;4,3;303;9,84;24,8633740932642;181,091463414634;98,31870;1,71458813215694e-02;25,92457255821298645;4,25162989954693e-02;6,87321200172041e-05;-9,58529392771934;0,00330033003300330
4;77;597,340602460755;966,313619007213;22,93;PF45;20;2;30;248,50;113,01;3,3;13,0;1,64;0,6;4,3;303;9,84;24,8633740932642;181,091463414634;98,31870;1,43045297246082e-02;26,43477093107594555;4,33530243269645e-02;5,73445360025081e-05;-9,76643299351354;0,00330033003300330
4;91;533,291670459718;1034,155757851620;24,78;PF45;20;2;30;248,50;113,01;3,3;13,0;1,64;0,6;4,3;303;9,84;24,8633740932642;181,091463414634;98,31870;1,79680779793474e-02;39,24228230689472952;6,43573429833074e-02;7,21083779175109e-05;-9,53734032184539;0,00330033003300330
4;105;438,572590533802;878,449091060707;26,13;PF45;20;2;30;248,50;113,01;3,3;13,0;1,64;0,6;4,3;303;9,84;24,8633740932642;181,091463414634;98,31870;1,49649194662954e-02;37,71159705506432402;6,18470191703055e-02;6,00485868476240e-05;-9,72035654264401;0,00330033003300330
68;7;507,856189625781;2185,355297384700;22,63;PF45;20;3;30;249,72;123,93;-7,6;23,9;1,64;0,4;4,9;303;6,56;24,8633740932642;174,432926829268;94,31073;6,61707850286439e-02;11,11669188481218029;1,82313746910920e-02;3,97577434659051e-04;-7,83012083866804;0,00330033003300330
