ID pot;Time (days);Initial CO2 (ppm);Final CO2 (ppm);Time final (h);Sites;Depth (cm);Repetition;Temperature (°C);Pot weight (g);Soil weight (g);Water volume (ml);Water content (%);Bulk density (g/cm3);Carbone(%);pHCaCl2;Temperature (K);Total carbon (Mg/ha);Molar Volume (L/mol);Headspace Volume (mL);Dry soil weight (g);CO2 emission (ug/h/g);CO2 emission (mg/kg);CO2 emission (Mg/ha);K;lnK;1/T
68;14;477,804545454545;1827,311799176430;25,16;PF45;20;3;30;249,72;123,93;-7,6;23,9;1,64;0,4;4,9;303;6,56;24,8633740932642;174,432926829268;94,31073;4,78798884155753e-02;16,08764250763328363;2,63837337125186e-02;2,87858590064704e-04;-8,15304120513138;0,00330033003300330
68;21;470,503670735843;1571,746140969160;25,19;PF45;20;3;30;249,72;123,93;-7,6;23,9;1,64;0,4;4,9;303;6,56;24,8633740932642;174,432926829268;94,31073;3,90250373642786e-02;19,66861883159642943;3,22565348838181e-02;2,34727794737980e-04;-8,35708403545544;0,00330033003300330
68;35;520,619312776775;1277,283286862390;24,14;PF45;20;3;30;249,72;123,93;-7,6;23,9;1,64;0,4;4,9;303;6,56;24,8633740932642;174,432926829268;94,31073;2,79804267786394e-02;23,50355849405712760;3,85458359302537e-02;1,68377731033655e-04;-8,68930070341782;0,00330033003300330
68;49;561,060511727079;1100,589040511730;24,39;PF45;20;3;30;249,72;123,93;-7,6;23,9;1,64;0,4;4,9;303;6,56;24,8633740932642;174,432926829268;94,31073;1,97465467029164e-02;23,22193892262972170;3,80839798331127e-02;1,18824531927756e-04;-9,03786267464507;0,00330033003300330
68;63;544,049784565505;1094,458512862080;24,16;PF45;20;3;30;249,72;123,93;-7,6;23,9;1,64;0,4;4,9;303;6,56;24,8633740932642;174,432926829268;94,31073;2,03365334514408e-02;30,74883857857846792;5,04280952688687e-02;1,22490611741192e-04;-9,00747616976381;0,00330033003300330
68;77;737,771404327535;606,637038608401;22,93;PF45;20;3;30;249,72;123,93;-7,6;23,9;1,64;0,4;4,9;303;6,56;24,8633740932642;174,432926829268;94,31073;-5,10506185265598e-03;-9,43415430370825803;-1,54720130580815e-02;-3,05943063556214e-05;NA;0,00330033003300330
68;91;562,818115612198;1258,997906235780;24,78;PF45;20;3;30;249,72;123,93;-7,6;23,9;1,64;0,4;4,9;303;6,56;24,8633740932642;174,432926829268;94,31073;2,50789097792213e-02;54,77233895781940731;8,98266358908238e-02;1,51513183859340e-04;-8,79483791462720;0,00330033003300330
68;105;435,803523256765;1008,383922615080;26,13;PF45;20;3;30;249,72;123,93;-7,6;23,9;1,64;0,4;4,9;303;6,56;24,8633740932642;174,432926829268;94,31073;1,95607548632343e-02;49,29310225535046897;8,08406876987748e-02;1,18093683468660e-04;-9,04403232079199;0,00330033003300330
72;7;497,143875314555;2069,382364313840;22,63;PF45;20;4;30;256,62;121,34;-4,9;21,3;1,64;0,4;4,4;303;6,56;24,8633740932642;176,012195121951;95,49458;6,18043563253885e-02;10,38313186266527488;1,70283362547710e-02;3,71308264549808e-04;-7,89847793861310;0,00330033003300330
72;14;498,263921444409;1982,722093759900;25,16;PF45;20;4;30;256,62;121,34;-4,9;21,3;1,64;0,4;4,4;303;6,56;24,8633740932642;176,012195121951;95,49458;5,24858876072777e-02;17,63525823604530274;2,89218235071143e-02;3,15611574454840e-04;-8,06099829522005;0,00330033003300330
72;21;470,689610885046;1735,062361233480;25,19;PF45;20;4;30;256,62;121,34;-4,9;21,3;1,64;0,4;4,4;303;6,56;24,8633740932642;176,012195121951;95,49458;4,46511015852960e-02;22,50415519898919214;3,69068145263423e-02;2,68663074603883e-04;-8,22205247417587;0,00330033003300330
72;35;578,839027390520;1704,123199934390;24,14;PF45;20;4;30;256,62;121,34;-4,9;21,3;1,64;0,4;4,4;303;6,56;24,8633740932642;176,012195121951;95,49458;4,14677204947121e-02;34,83288521555815009;5,71259317535154e-02;2,49895983846894e-04;-8,29446579129335;0,00330033003300330
72;49;599,860639658849;1355,149211087420;24,39;PF45;20;4;30;256,62;121,34;-4,9;21,3;1,64;0,4;4,4;303;6,56;24,8633740932642;176,012195121951;95,49458;2,75477625486004e-02;32,39616875715402955;5,31297167617326e-02;1,65959542822893e-04;-8,70376651724615;0,00330033003300330
72;63;544,857813233224;1259,956315856830;24,16;PF45;20;4;30;256,62;121,34;-4,9;21,3;1,64;0,4;4,4;303;6,56;24,8633740932642;176,012195121951;95,49458;2,63301999197800e-02;39,81126227870731782;6,52904701370800e-02;1,58772634103528e-04;-8,74803735332452;0,00330033003300330
72;77;599,143148069580;1508,490581247350;22,93;PF45;20;4;30;256,62;121,34;-4,9;21,3;1,64;0,4;4,4;303;6,56;24,8633740932642;176,012195121951;95,49458;3,52785728874509e-02;65,19480269600933298;1,06919476421455e-01;2,13415397511006e-04;-8,45227006841460;0,00330033003300330
72;91;541,458534365043;1402,772507965410;24,78;PF45;20;4;30;256,62;121,34;-4,9;21,3;1,64;0,4;4,4;303;6,56;24,8633740932642;176,012195121951;95,49458;3,09204217478611e-02;67,53020109732867127;1,10749529799619e-01;1,87106429354509e-04;-8,58383296207576;0,00330033003300330
72;105;448,952709883103;930,278477318212;26,13;PF45;20;4;30;256,62;121,34;-4,9;21,3;1,64;0,4;4,4;303;6,56;24,8633740932642;176,012195121951;95,49458;1,63864516219013e-02;41,29385808719126771;6,77219272629937e-02;9,88297245921755e-05;-9,22211214226249;0,00330033003300330
12;7;509,745888464973;620,838881467941;22,63;PF45;30;1;30;248,35;111,83;5,6;11,8;1,60;0,3;4,4;303;4,80;24,8633740932642;180,106250000000;98,63406;4,32638504752741e-03;0,72683268798460454;1,16293230077537e-03;3,46152738016480e-05;-10,27121553395229;0,00330033003300330
12;14;473,009423503326;655,395802977510;25,16;PF45;30;1;30;248,35;111,83;5,6;11,8;1,60;0,3;4,4;303;4,80;24,8633740932642;180,106250000000;98,63406;6,38858711177956e-03;2,14656526955793181;3,43450443129269e-03;5,11269903132672e-05;-9,88119801402622;0,00330033003300330
12;21;467,846651407257;711,567488986784;25,19;PF45;30;1;30;248,35;111,83;5,6;11,8;1,60;0,3;4,4;303;4,80;24,8633740932642;180,106250000000;98,63406;8,52682892865732e-03;4,29752178004328744;6,87603484806926e-03;6,82635371173943e-05;-9,59213479752477;0,00330033003300330
12;35;539,495719206167;730,074282433984;24,14;PF45;30;1;30;248,35;111,83;5,6;11,8;1,60;0,3;4,4;303;4,80;24,8633740932642;180,106250000000;98,63406;6,95760610580274e-03;5,84438912887430551;9,35102260619889e-03;5,57151366409793e-05;-9,79525869496931;0,00330033003300330
12;49;534,315010660981;651,119957356077;24,39;PF45;30;1;30;248,35;111,83;5,6;11,8;1,60;0,3;4,4;303;4,80;24,8633740932642;180,106250000000;98,63406;4,22058344120113e-03;4,96340612685252758;7,94144980296404e-03;3,37926296684718e-05;-10,29526783639902;0,00330033003300330
12;63;547,456123885500;700,576041977731;24,16;PF45;30;1;30;248,35;111,83;5,6;11,8;1,60;0,3;4,4;303;4,80;24,8633740932642;180,106250000000;98,63406;5,58544543704143e-03;8,44519350080664921;1,35123096012906e-02;4,47465753357169e-05;-10,01449564498268;0,00330033003300330
12;77;544,850360627917;710,390878235045;22,93;PF45;30;1;30;248,35;111,83;5,6;11,8;1,60;0,3;4,4;303;4,80;24,8633740932642;180,106250000000;98,63406;6,36243428255318e-03;11,75777855415827311;1,88124456866532e-02;5,09994797687864e-05;-9,88369512590401;0,00330033003300330
12;91;509,028174783796;728,159672280382;24,78;PF45;30;1;30;248,35;111,83;5,6;11,8;1,60;0,3;4,4;303;4,80;24,8633740932642;180,106250000000;98,63406;7,79339269400504e-03;17,02076964370699486;2,72332314299312e-02;6,25246794443402e-05;-9,67994920805355;0,00330033003300330
12;105;424,926142401700;617,311749499666;26,13;PF45;30;1;30;248,35;111,83;5,6;11,8;1,60;0,3;4,4;303;4,80;24,8633740932642;180,106250000000;98,63406;6,48867801516459e-03;16,35146859821476539;2,61623497571436e-02;5,20514061571442e-05;-9,86327874776111;0,00330033003300330
70;7;559,578553454014;884,930961754781;22,63;PF45;30;2;30;251,16;113,94;3,5;13,9;1,60;0,2;4,7;303;3,20;24,8633740932642;178,787500000000;98,10234;1,26458620105201e-02;2,12450481776737732;3,39920770842780e-03;1,51830999833399e-04;-8,79274249887550;0,00330033003300330
70;14;467,842540386443;807,615172632246;25,16;PF45;30;2;30;251,16;113,94;3,5;13,9;1,60;0,2;4,7;303;3,20;24,8633740932642;178,787500000000;98,10234;1,18783665988799e-02;3,99113117722365995;6,38580988355786e-03;1,42682813040031e-04;-8,85488648194022;0,00330033003300330
70;21;468,636953204476;761,125083700440;25,19;PF45;30;2;30;251,16;113,94;3,5;13,9;1,60;0,2;4,7;303;3,20;24,8633740932642;178,787500000000;98,10234;1,02131343712984e-02;5,14741972313440055;8,23587155701504e-03;1,22715597453394e-04;-9,00564109571673;0,00330033003300330
70;35;616,041381007053;822,241807446285;24,14;PF45;30;2;30;251,16;113,94;3,5;13,9;1,60;0,2;4,7;303;3,20;24,8633740932642;178,787500000000;98,10234;7,51330916649372e-03;6,31117969985472183;1,00978875197676e-02;9,03022635033880e-05;-9,31234803137279;0,00330033003300330
70;49;535,031727078891;747,408059701492;24,39;PF45;30;2;30;251,16;113,94;3,5;13,9;1,60;0,2;4,7;303;3,20;24,8633740932642;178,787500000000;98,10234;7,65902140760805e-03;9,00700917534706846;1,44112146805553e-02;9,21158349732555e-05;-9,29246369709021;0,00330033003300330
70;63;642,587474937076;800,022012712768;24,16;PF45;30;2;30;251,16;113,94;3,5;13,9;1,60;0,2;4,7;303;3,20;24,8633740932642;178,787500000000;98,10234;5,73168151071572e-03;8,66630244420217011;1,38660839107235e-02;6,89296274656856e-05;-9,58242446561221;0,00330033003300330
70;77;537,501400084854;751,077598642342;22,93;PF45;30;2;30;251,16;113,94;3,5;13,9;1,60;0,2;4,7;303;3,20;24,8633740932642;178,787500000000;98,10234;8,19271343261695e-03;15,14013442347613037;2,42242150775618e-02;9,86865662304519e-05;-9,22356172787587;0,00330033003300330
70;91;544,955939918070;742,248702776513;24,78;PF45;30;2;30;251,16;113,94;3,5;13,9;1,60;0,2;4,7;303;3,20;24,8633740932642;178,787500000000;98,10234;7,00307567479878e-03;15,29471727376053103;2,44715476380169e-02;8,43598859570715e-05;-9,38041855421484;0,00330033003300330
70;105;482,468977356331;603,458639092728;26,13;PF45;30;2;30;251,16;113,94;3,5;13,9;1,60;0,2;4,7;303;3,20;24,8633740932642;178,787500000000;98,10234;4,07275062992937e-03;10,26333158742200702;1,64213305398752e-02;4,89988381948236e-05;-9,92371397044446;0,00330033003300330
71;7;504,497783911032;675,363347159730;22,63;PF45;30;3;30;247,96;119,53;-2,0;19,5;1,60;0,1;5,1;303;1,60;24,8633740932642;175,293750000000;96,22165;6,63872688391096e-03;1,11530611649704126;1,78448978639527e-03;1,59418361885280e-04;-8,74397860448285;0,00330033003300330
71;14;517,341384225531;728,071000950269;25,16;PF45;30;3;30;247,96;119,53;-2,0;19,5;1,60;0,1;5,1;303;1,60;24,8633740932642;175,293750000000;96,22165;7,36427086863978e-03;2,47439501186296429;3,95903201898074e-03;1,76961527609022e-04;-8,63957820715727;0,00330033003300330
71;21;472,742268565615;703,999515418502;25,19;PF45;30;3;30;247,96;119,53;-2,0;19,5;1,60;0,1;5,1;303;1,60;24,8633740932642;175,293750000000;96,22165;8,07201568519068e-03;4,06829590533610208;6,50927344853776e-03;1,94123520698181e-04;-8,54701589688154;0,00330033003300330
71;35;526,168189273413;673,199598163031;24,14;PF45;30;3;30;247,96;119,53;-2,0;19,5;1,60;0,1;5,1;303;1,60;24,8633740932642;175,293750000000;96,22165;5,35534762164358e-03;4,49849200218061096;7,19758720348898e-03;1,28818304701399e-04;-8,95710763714483;0,00330033003300330
71;49;586,370021321962;692,379189765458;24,39;PF45;30;3;30;247,96;119,53;-2,0;19,5;1,60;0,1;5,1;303;1,60;24,8633740932642;175,293750000000;96,22165;3,82161067271466e-03;4,49421415111243583;7,19074264177990e-03;9,19253773852053e-05;-9,29453342542550;0,00330033003300330
71;63;584,732690584873;715,747024444350;24,16;PF45;30;3;30;247,96;119,53;-2,0;19,5;1,60;0,1;5,1;303;1,60;24,8633740932642;175,293750000000;96,22165;4,76800494008408e-03;7,20922346940712977;1,15347575510514e-02;1,14846595157054e-04;-9,07191327526728;0,00330033003300330
71;77;719,753075943997;633,113194739075;22,93;PF45;30;3;30;247,96;119,53;-2,0;19,5;1,60;0,1;5,1;303;1,60;24,8633740932642;175,293750000000;96,22165;-3,32222167258663e-03;-6,13946565094008356;-9,82314504150413e-03;-7,94895573586563e-05;NA;0,00330033003300330
71;91;500,662039144288;733,364952207556;24,78;PF45;30;3;30;247,96;119,53;-2,0;19,5;1,60;0,1;5,1;303;1,60;24,8633740932642;175,293750000000;96,22165;8,25686780698318e-03;18,03299929045126149;2,88527988647220e-02;1,99973355579481e-04;-8,51732642239369;0,00330033003300330
71;105;506,720837080029;658,703343895931;26,13;PF45;30;3;30;247,96;119,53;-2,0;19,5;1,60;0,1;5,1;303;1,60;24,8633740932642;175,293750000000;96,22165;5,11409754544241e-03;12,88752581451487345;2,06200413032238e-02;1,23536099359128e-04;-8,99897714210524;0,00330033003300330
31;7;543,181962821658;809,161803993251;22,63;PF45;30;4;30;256,04;120,34;-2,8;20,3;1,60;0,2;4,7;303;3,20;24,8633740932642;174,787500000000;95,91098;1,03377825354210e-02;1,73674746595072027;2,77879594552115e-03;1,24107283980021e-04;-8,99436417303603;0,00330033003300330
31;14;475,910199556541;737,778112131771;25,16;PF45;30;4;30;256,04;120,34;-2,8;20,3;1,60;0,2;4,7;303;3,20;24,8633740932642;174,787500000000;95,91098;9,15450514989777e-03;3,07591373036565141;4,92146196858504e-03;1,09938623916076e-04;-9,11558831229123;0,00330033003300330
31;21;481,598338419803;685,451277533040;25,19;PF45;30;4;30;256,04;120,34;-2,8;20,3;1,60;0,2;4,7;303;3,20;24,8633740932642;174,787500000000;95,91098;7,11790248140673e-03;3,58742285062899313;5,73987656100639e-03;8,54915262829014e-05;-9,36709329473539;0,00330033003300330
31;35;544,505027062490;700,764162702969;24,14;PF45;30;4;30;256,04;120,34;-2,8;20,3;1,60;0,2;4,7;303;3,20;24,8633740932642;174,787500000000;95,91098;5,69339578693890e-03;4,78245246102867405;7,65192393764588e-03;6,84025650798312e-05;-9,59010023287180;0,00330033003300330
31;49;637,290021321962;750,511513859275;24,39;PF45;30;4;30;256,04;120,34;-2,8;20,3;1,60;0,2;4,7;303;3,20;24,8633740932642;174,787500000000;95,91098;4,08300864161277e-03;4,80161816253662277;7,68258906005860e-03;4,90550131504896e-05;-9,92256817227252;0,00330033003300330
31;63;524,647242011860;661,804786485218;24,16;PF45;30;4;30;256,04;120,34;-2,8;20,3;1,60;0,2;4,7;303;3,20;24,8633740932642;174,787500000000;95,91098;4,99328086466576e-03;7,54984066737463344;1,20797450677994e-02;6,00327512265226e-05;-9,72062029089078;0,00330033003300330
31;77;573,689223589308;746,907254985151;22,93;PF45;30;4;30;256,04;120,34;-2,8;20,3;1,60;0,2;4,7;303;3,20;24,8633740932642;174,787500000000;95,91098;6,64434642289224e-03;12,27875218950485880;1,96460035032078e-02;7,99779163128423e-05;-9,43376000748760;0,00330033003300330
31;91;676,741875284479;847,960764679108;24,78;PF45;30;4;30;256,04;120,34;-2,8;20,3;1,60;0,2;4,7;303;3,20;24,8633740932642;174,787500000000;95,91098;6,07734088923727e-03;13,27291250209419005;2,12366600033507e-02;7,31711587162723e-05;-9,52270922124631;0,00330033003300330
31;105;426,899166189815;576,503835890594;26,13;PF45;30;4;30;256,04;120,34;-2,8;20,3;1,60;0,2;4,7;303;3,20;24,8633740932642;174,787500000000;95,91098;5,03580568371625e-03;12,69023032296494158;2,03043685167439e-02;6,06221996615007e-05;-9,71084940092397;0,00330033003300330
